,Assay,Weighted Partial Correlation
"Inhibition of Cav1.2 current measured using QPatch automatic path clamp system in CHO cells expressing Cav1.2, beta-2 and alpha-2/delta subunits","Inhibition of Cav1.2 current measured using QPatch automatic path clamp system in CHO cells expressing Cav1.2, beta-2 and alpha-2/delta subunits",0.0
Inhibition of L-type calcium channel measured using whole-cell patch clamp in guinea pig ventricular myocytes,Inhibition of L-type calcium channel measured using whole-cell patch clamp in guinea pig ventricular myocytes,0.0
Inhibition of hERG K channel,Inhibition of hERG K channel,0.0
Antiviral activity against HIV1,Antiviral activity against HIV1,0.0
Cytotoxicity against human HeLa cells,Cytotoxicity against human HeLa cells,0.0
Confirmatory qHTS for inhibitors of MERS-S pseudo-typed particle cell entry,Confirmatory qHTS for inhibitors of MERS-S pseudo-typed particle cell entry,0.004900022831913239
Confirmatory qHTS for inhibitors of SARS-S pseudo-typed particle cell entry,Confirmatory qHTS for inhibitors of SARS-S pseudo-typed particle cell entry,-0.0
VSV-G qHTS counterscreen for inhibitors of MERS-S pseudo-typed particle cell entry,VSV-G qHTS counterscreen for inhibitors of MERS-S pseudo-typed particle cell entry,0.009415289175828543
VSV-G qHTS counterscreen for inhibitors of SARS-S pseudo-typed particle cell entry,VSV-G qHTS counterscreen for inhibitors of SARS-S pseudo-typed particle cell entry,-0.0
Antimicrobial activity against Carnobacterium divergens BM4490 expressing beta-lactamase CAD1 at 0.5 McFarland inoculum size by E-test,Antimicrobial activity against Carnobacterium divergens BM4490 expressing beta-lactamase CAD1 at 0.5 McFarland inoculum size by E-test,0.0
Antimicrobial activity against Carnobacterium divergens BM4490 expressing beta-lactamase CAD1 at 3 McFarland inoculum size by E-test,Antimicrobial activity against Carnobacterium divergens BM4490 expressing beta-lactamase CAD1 at 3 McFarland inoculum size by E-test,0.0
Inhibition of penicillin-resistant Streptococcus pneumoniae 5204 PBP2X preincubated for 4 hrs before addition of substrate (R)-[2-(benzoylamino)propionylsulfanyl]acetic acid,Inhibition of penicillin-resistant Streptococcus pneumoniae 5204 PBP2X preincubated for 4 hrs before addition of substrate (R)-[2-(benzoylamino)propionylsulfanyl]acetic acid,0.0
Inhibition of penicillin-sensitive Streptococcus pneumoniae R6 PBP2X preincubated for 1 hr before addition of substrate (R)-[2-(benzoylamino)propionylsulfanyl]acetic acid,Inhibition of penicillin-sensitive Streptococcus pneumoniae R6 PBP2X preincubated for 1 hr before addition of substrate (R)-[2-(benzoylamino)propionylsulfanyl]acetic acid,0.0
Human 5-HT6 receptor (5-Hydroxytryptamine receptors),Human 5-HT6 receptor (5-Hydroxytryptamine receptors),0.0
Human M1 receptor (Acetylcholine receptors (muscarinic)),Human M1 receptor (Acetylcholine receptors (muscarinic)),0.0
Human M2 receptor (Acetylcholine receptors (muscarinic)),Human M2 receptor (Acetylcholine receptors (muscarinic)),0.0
Human M3 receptor (Acetylcholine receptors (muscarinic)),Human M3 receptor (Acetylcholine receptors (muscarinic)),0.0
Human M4 receptor (Acetylcholine receptors (muscarinic)),Human M4 receptor (Acetylcholine receptors (muscarinic)),0.0
Human NET (Monoamine transporter subfamily),Human NET (Monoamine transporter subfamily),0.0
Inhibition of human ERG in MCF7 cells,Inhibition of human ERG in MCF7 cells,0.0
Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state,Inhibition of human voltage-gated potassium channel subunit Kv11.1 (ERG K+ channel) in open state,0.0
K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1,K+ channel blocking activity in human embryonic kidney cells expressing HERG Kv11.1,0.0
Rat 5-HT7 receptor (5-Hydroxytryptamine receptors),Rat 5-HT7 receptor (5-Hydroxytryptamine receptors),0.0
Human DAT (Monoamine transporter subfamily),Human DAT (Monoamine transporter subfamily),0.0
SANGER: Inhibition of human 23132-87 cell growth in a cell viability assay.,SANGER: Inhibition of human 23132-87 cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human AGS cell growth in a cell viability assay.,SANGER: Inhibition of human AGS cell growth in a cell viability assay.,0.0
SANGER: Inhibition of human IGROV cell growth in a cell viability assay.,SANGER: Inhibition of human IGROV cell growth in a cell viability assay.,0.0
Antimicrobial activity against Pseudomonas aeruginosa 2A3 tracheal isolates from mechanically ventilated tuberculosis patient,Antimicrobial activity against Pseudomonas aeruginosa 2A3 tracheal isolates from mechanically ventilated tuberculosis patient,-0.0
Antimicrobial activity against Pseudomonas aeruginosa 2A5 tracheal isolates from mechanically ventilated tuberculosis patient,Antimicrobial activity against Pseudomonas aeruginosa 2A5 tracheal isolates from mechanically ventilated tuberculosis patient,0.0
Antimicrobial activity against Pseudomonas aeruginosa 3B1 tracheal isolates from mechanically ventilated tuberculosis patient,Antimicrobial activity against Pseudomonas aeruginosa 3B1 tracheal isolates from mechanically ventilated tuberculosis patient,-0.0
Antimicrobial activity against Pseudomonas aeruginosa IA5 tracheal isolates from mechanically ventilated tuberculosis patient,Antimicrobial activity against Pseudomonas aeruginosa IA5 tracheal isolates from mechanically ventilated tuberculosis patient,-0.0
Antimicrobial activity against Pseudomonas aeruginosa P21.21 tracheal isolates from mechanically ventilated tuberculosis patient,Antimicrobial activity against Pseudomonas aeruginosa P21.21 tracheal isolates from mechanically ventilated tuberculosis patient,0.0
Antimicrobial activity against Pseudomonas aeruginosa P21.23 tracheal isolates from mechanically ventilated tuberculosis patient,Antimicrobial activity against Pseudomonas aeruginosa P21.23 tracheal isolates from mechanically ventilated tuberculosis patient,0.0
Antagonists at Human 5-Hydroxytryptamine receptor 5-HT2A,Antagonists at Human 5-Hydroxytryptamine receptor 5-HT2A,0.0
Human 5-HT1A receptor (5-Hydroxytryptamine receptors),Human 5-HT1A receptor (5-Hydroxytryptamine receptors),0.0
Human 5-HT2A receptor (5-Hydroxytryptamine receptors),Human 5-HT2A receptor (5-Hydroxytryptamine receptors),0.0
Human 5-HT2C receptor (5-Hydroxytryptamine receptors),Human 5-HT2C receptor (5-Hydroxytryptamine receptors),0.0
Human 5-HT7 receptor (5-Hydroxytryptamine receptors),Human 5-HT7 receptor (5-Hydroxytryptamine receptors),0.0
Human alpha2A-adrenoceptor (Adrenoceptors),Human alpha2A-adrenoceptor (Adrenoceptors),0.0
Human alpha2B-adrenoceptor (Adrenoceptors),Human alpha2B-adrenoceptor (Adrenoceptors),0.0
Human alpha2C-adrenoceptor (Adrenoceptors),Human alpha2C-adrenoceptor (Adrenoceptors),0.0
Antiproliferative activity against human A549 cells after 48 hrs by MTT assay,Antiproliferative activity against human A549 cells after 48 hrs by MTT assay,0.0
Antiproliferative activity against human HeLa cells after 48 hrs by MTT assay,Antiproliferative activity against human HeLa cells after 48 hrs by MTT assay,0.0
Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,Antiproliferative activity against human MDA-MB-231 cells after 48 hrs by MTT assay,0.0
Inhibition of P-glycoprotein using calcein-AM assay transfected in porcine PBCEC,Inhibition of P-glycoprotein using calcein-AM assay transfected in porcine PBCEC,0.0
"Inhibition of P-glycoprotein, human L-MDR1 expressed in LLC-PK1 epithelial cells using calcein-AM polarisation assay","Inhibition of P-glycoprotein, human L-MDR1 expressed in LLC-PK1 epithelial cells using calcein-AM polarisation assay",0.0
"Inhibition of P-glycoprotein, mouse L-mdr1b expressed in LLC-PK1 epithelial cells using calcein-AM polarisation assay","Inhibition of P-glycoprotein, mouse L-mdr1b expressed in LLC-PK1 epithelial cells using calcein-AM polarisation assay",0.0
Inhibition of human cytochrome P450 3A4,Inhibition of human cytochrome P450 3A4,0.0
TP_TRANSPORTER: inhibition of Calcein-AM efflux in MDR1-expressing LLC-PK1 cells,TP_TRANSPORTER: inhibition of Calcein-AM efflux in MDR1-expressing LLC-PK1 cells,0.0
TP_TRANSPORTER: inhibition of Calcein-AM efflux in Mdr1b-expressing LLC-PK1 cells,TP_TRANSPORTER: inhibition of Calcein-AM efflux in Mdr1b-expressing LLC-PK1 cells,0.0
"qHTS Assay for Identifying Compounds that block Entry of Ebola Virus: Screen 4, ratio channel","qHTS Assay for Identifying Compounds that block Entry of Ebola Virus: Screen 4, ratio channel",0.0124457173979975
qHTS assay to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: Counter screen cell viability and HiBit confirmation,qHTS assay to identify inhibitors of the type 1 interferon - major histocompatibility complex class I in skeletal muscle: Counter screen cell viability and HiBit confirmation,0.01520838495568082
Inhibition of human OCT2-mediated ASP+ uptake expressed in HEK293 cells after 3 mins by fluorescence assay,Inhibition of human OCT2-mediated ASP+ uptake expressed in HEK293 cells after 3 mins by fluorescence assay,0.0
Inhibition of DR24 in Dhcr7-deficient mouse Neuro2a cells assessed as decrease in 7-DHC levels at 1 uM by LC-MS/GC-MS analysis,Inhibition of DR24 in Dhcr7-deficient mouse Neuro2a cells assessed as decrease in 7-DHC levels at 1 uM by LC-MS/GC-MS analysis,0.0
Confirmatory qHTS for antagonist of cAMP-regulated guanine nucleotide exchange factor 4 (EPAC2),Confirmatory qHTS for antagonist of cAMP-regulated guanine nucleotide exchange factor 4 (EPAC2),0.023704691959517424
Inhibition of cigarette smoke extract (CSE) and LPS-stimulated mouse B cell migration at 1 uM relative to control,Inhibition of cigarette smoke extract (CSE) and LPS-stimulated mouse B cell migration at 1 uM relative to control,0.0
Inhibition of human BSEP expressed in HEK293 cell membrane vesicles assessed as reduction in 3H-TCA uptake incubated for 5 mins by radiodetection method,Inhibition of human BSEP expressed in HEK293 cell membrane vesicles assessed as reduction in 3H-TCA uptake incubated for 5 mins by radiodetection method,0.0
"3H-CGP 12177 Whole Cell Binding Assay from Article 10.1038/sj.bjp.0706048: ""The selectivity of beta-adrenoceptor antagonists at the human beta1, beta2 and beta3 adrenoceptors.""","3H-CGP 12177 Whole Cell Binding Assay from Article 10.1038/sj.bjp.0706048: ""The selectivity of beta-adrenoceptor antagonists at the human beta1, beta2 and beta3 adrenoceptors.""",0.0
Human alpha1D-adrenoceptor (Adrenoceptors),Human alpha1D-adrenoceptor (Adrenoceptors),0.0
Human beta1-adrenoceptor (Adrenoceptors),Human beta1-adrenoceptor (Adrenoceptors),0.0
Human beta2-adrenoceptor (Adrenoceptors),Human beta2-adrenoceptor (Adrenoceptors),0.0
Confirmation assay for measurement of the activity of small molecule inhibitors on Zika virus induced Caspase-3 activity in human astrocytes,Confirmation assay for measurement of the activity of small molecule inhibitors on Zika virus induced Caspase-3 activity in human astrocytes,-0.0
Confirmation qHTS Assay for Inhibitors of Bacillus subtilis Sfp phosphopantetheinyl transferase (PPTase),Confirmation qHTS Assay for Inhibitors of Bacillus subtilis Sfp phosphopantetheinyl transferase (PPTase),0.008233299026707178
TP_TRANSPORTER: inhibition of LDS-751 efflux in NIH-3T3-G185 cells,TP_TRANSPORTER: inhibition of LDS-751 efflux in NIH-3T3-G185 cells,0.0
A Counter Screen to identiry small molecule screen for inhibitors of the PhoP regulon in Salmonella Typhimurium,A Counter Screen to identiry small molecule screen for inhibitors of the PhoP regulon in Salmonella Typhimurium,-0.0
A cytotoxicity screen of small molecule inhibitors of the PhoP regulon in Salmonella typhimurium identified in the primary screen,A cytotoxicity screen of small molecule inhibitors of the PhoP regulon in Salmonella typhimurium identified in the primary screen,-0.0
A screen for inhibitors of the PhoP regulon in Salmonella Typhimurium using a modified counterscreen.,A screen for inhibitors of the PhoP regulon in Salmonella Typhimurium using a modified counterscreen.,-0.0
Inhibition of GST-tagged astrosclera willeyana Astrosclerin-3 expressed in Escherichia coli after 15 mins preincubation by stopped flow CO2 hydration assay,Inhibition of GST-tagged astrosclera willeyana Astrosclerin-3 expressed in Escherichia coli after 15 mins preincubation by stopped flow CO2 hydration assay,0.0
Inhibition of Legionella pneumophilia subsp. Pneumophila strain Philadelphia carbonic anhydrase-2 assessed as CO2 hydrase activity by stopped-flow assay,Inhibition of Legionella pneumophilia subsp. Pneumophila strain Philadelphia carbonic anhydrase-2 assessed as CO2 hydrase activity by stopped-flow assay,0.0
Inhibition of Nostoc commune gamma carbonic anhydrase by CO2 hydration assay,Inhibition of Nostoc commune gamma carbonic anhydrase by CO2 hydration assay,0.0
Inhibition of Nostoc commune gamma carbonic anhydrase preincubated for 15 mins by stopped flow CO2 hydration assay,Inhibition of Nostoc commune gamma carbonic anhydrase preincubated for 15 mins by stopped flow CO2 hydration assay,0.0
